epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,3268.46,0.63079,0.43505,1.09611,0.86079,0.86111,0.89935,0.5896,1.50897,0.97108,2.14646,0.0001685,0.0001685,0.0001685
187,3286.09,0.61879,0.44318,1.08443,0.86246,0.87092,0.92011,0.60274,1.44536,0.86736,2.05867,0.0001586,0.0001586,0.0001586
188,3303.52,0.60879,0.4288,1.06944,0.88657,0.86847,0.9167,0.60356,1.45357,0.88741,2.01607,0.0001487,0.0001487,0.0001487
189,3320.91,0.6119,0.42944,1.07666,0.89652,0.84722,0.92183,0.60815,1.45066,0.91952,2.02477,0.0001388,0.0001388,0.0001388
190,3338.47,0.59531,0.41546,1.08039,0.887,0.83333,0.91926,0.59988,1.48,0.88734,2.05848,0.0001289,0.0001289,0.0001289
191,3390.93,0.51025,0.30532,1.03578,0.89752,0.77778,0.90625,0.55199,1.57718,0.88673,2.27737,0.000119,0.000119,0.000119
192,3408.11,0.52328,0.29774,1.05596,0.91764,0.77382,0.89752,0.56589,1.48421,0.85181,2.17878,0.0001091,0.0001091,0.0001091
193,3425.68,0.47005,0.26308,1.0048,0.83161,0.86111,0.88329,0.55882,1.51464,0.88497,2.22973,9.92e-05,9.92e-05,9.92e-05
194,3442.82,0.48711,0.27181,1.02511,0.85703,0.84722,0.89203,0.56655,1.6042,0.86311,2.42537,8.93e-05,8.93e-05,8.93e-05
195,3460.05,0.46051,0.26963,1.00702,0.80149,0.86111,0.88687,0.56756,1.55227,0.89044,2.33057,7.94e-05,7.94e-05,7.94e-05
196,3477.47,0.47296,0.26848,1.01229,0.82353,0.84261,0.89006,0.57491,1.49547,0.86943,2.21902,6.95e-05,6.95e-05,6.95e-05
197,3494.67,0.46643,0.26684,1.00411,0.7829,0.85147,0.87948,0.57261,1.50119,0.85832,2.23263,5.96e-05,5.96e-05,5.96e-05
198,3511.86,0.44186,0.24937,0.99321,0.90669,0.77778,0.88365,0.57682,1.50169,0.87024,2.25989,4.97e-05,4.97e-05,4.97e-05
199,3529.27,0.45404,0.25728,0.9931,0.89127,0.77778,0.89225,0.57085,1.50364,0.88049,2.25902,3.98e-05,3.98e-05,3.98e-05
200,3546.45,0.42916,0.25163,0.98679,0.77967,0.88469,0.89046,0.5744,1.48971,0.90162,2.26982,2.99e-05,2.99e-05,2.99e-05
